"","make","transmission","engine_displacement_cm3","power_cv","power_ice_kw","avg_wltp_consumption_l_100km","avg_wltp_emissions_gCO2_km","length_mm","width_mm","height_mm","gross_vehicle_weight_rating_kg","total_seating","fuel_economy_index","electric_consumption_kwh_100km","battery_capacity_kwh","vehicle_type","engine"
"46","Alfa Romeo","M",1598,119.57,88,5.7,147,4351,1798,1465,1390,5,"E",NA,NA,"Ligeros","Fosiles"
"47","Alfa Romeo","M",1598,119.57,88,5.7,148,4351,1798,1465,1390,5,"E",NA,NA,"Ligeros","Fosiles"
"48","Alfa Romeo","M",1598,119.57,88,5.7,147,4351,1798,1465,1390,5,"E",NA,NA,"Ligeros","Fosiles"
"49","Alfa Romeo","A",1598,119.57,88,5.7,151,4351,1798,1465,1400,5,"E",NA,NA,"Ligeros","Fosiles"
"50","Alfa Romeo","A",1598,119.57,88,5.8,151,4351,1798,1465,1400,5,"E",NA,NA,"Ligeros","Fosiles"
"51","Alfa Romeo","A",1598,119.57,88,5.7,151,4351,1798,1465,1400,5,"E",NA,NA,"Ligeros","Fosiles"
"52","Audi","M",999,95.11,70,5.95,135,4044,1756,1438,1655,5,"D",NA,NA,"Ligeros","Fosiles"
"53","Audi","M",999,115.49,85,6.25,142,4044,1756,1438,1680,5,"D",NA,NA,"Ligeros","Fosiles"
"54","Audi","A",999,115.49,85,6.55,149,4044,1756,1438,1710,5,"E",NA,NA,"Ligeros","Fosiles"
"55","Audi","M",999,95.11,70,5.65,128,4029,1740,1390,1630,5,"C",NA,NA,"Ligeros","Fosiles"
"56","Audi","M",999,95.11,70,5.65,129,4029,1740,1390,1630,5,"C",NA,NA,"Ligeros","Fosiles"
"57","Audi","M",999,95.11,70,5.7,129,4029,1740,1390,1630,5,"C",NA,NA,"Ligeros","Fosiles"
"58","Audi","M",999,95.11,70,5.8,132,4029,1740,1390,1630,5,"D",NA,NA,"Ligeros","Fosiles"
"59","Audi","M",999,95.11,70,5.65,128,4029,1740,1390,1630,5,"C",NA,NA,"Ligeros","Fosiles"
"60","Audi","M",999,95.11,70,5.75,131,4029,1740,1390,1630,5,"C",NA,NA,"Ligeros","Fosiles"
"61","Audi","M",999,95.11,70,5.8,131,4029,1740,1390,1630,5,"D",NA,NA,"Ligeros","Fosiles"
"62","Audi","M",999,95.11,70,5.75,131,4029,1740,1390,1630,5,"C",NA,NA,"Ligeros","Fosiles"
"63","Audi","A",999,95.11,70,6.35,144,4029,1740,1390,1660,5,"D",NA,NA,"Ligeros","Fosiles"
"64","Audi","A",999,95.11,70,6.1,139,4029,1740,1390,1675,5,"D",NA,NA,"Ligeros","Fosiles"
"65","Audi","M",999,110.05,81,5.5,124,4029,1740,1390,1655,5,"C",NA,NA,"Ligeros","Fosiles"
"66","Audi","M",999,110.05,81,5.45,125,4029,1740,1390,1655,5,"C",NA,NA,"Ligeros","Fosiles"
"67","Audi","M",999,110.05,81,5.65,128,4029,1740,1390,1655,5,"C",NA,NA,"Ligeros","Fosiles"
"68","Audi","M",999,110.05,81,5.5,126,4029,1740,1390,1655,5,"C",NA,NA,"Ligeros","Fosiles"
"69","Audi","A",999,110.05,81,5.85,134,4029,1740,1390,1680,5,"D",NA,NA,"Ligeros","Fosiles"
"70","Audi","A",999,110.05,81,5.95,135,4029,1740,1390,1680,5,"D",NA,NA,"Ligeros","Fosiles"
"71","Audi","A",999,110.05,81,6,136,4029,1740,1390,1680,5,"D",NA,NA,"Ligeros","Fosiles"
"72","Audi","A",999,110.05,81,5.9,134,4029,1740,1390,1680,5,"D",NA,NA,"Ligeros","Fosiles"
"73","Audi","M",999,110.05,81,5.45,125,4029,1740,1390,1655,5,"C",NA,NA,"Ligeros","Fosiles"
"74","Audi","M",999,115.49,85,5.85,132,4029,1740,1390,1655,5,"D",NA,NA,"Ligeros","Fosiles"
"75","Audi","M",999,115.49,85,5.6,127,4029,1740,1390,1655,5,"C",NA,NA,"Ligeros","Fosiles"
"76","Audi","M",999,115.49,85,5.85,133,4029,1740,1390,1655,5,"D",NA,NA,"Ligeros","Fosiles"
"77","Audi","M",999,110.05,81,5.65,128,4029,1740,1390,1655,5,"C",NA,NA,"Ligeros","Fosiles"
"78","Audi","M",999,115.49,85,5.8,131,4029,1740,1390,1655,5,"D",NA,NA,"Ligeros","Fosiles"
"79","Audi","A",999,110.05,81,5.95,135,4029,1740,1390,1680,5,"D",NA,NA,"Ligeros","Fosiles"
"80","Audi","A",999,115.49,85,6.15,139,4029,1740,1390,1680,5,"D",NA,NA,"Ligeros","Fosiles"
"81","Audi","A",999,110.05,81,6,136,4029,1740,1390,1680,5,"D",NA,NA,"Ligeros","Fosiles"
"82","Audi","A",999,115.49,85,6.35,143,4029,1740,1390,1680,5,"D",NA,NA,"Ligeros","Fosiles"
"83","Audi","A",999,115.49,85,6.3,143,4029,1740,1390,1680,5,"D",NA,NA,"Ligeros","Fosiles"
"84","Audi","A",999,115.49,85,6,136,4029,1740,1390,1680,5,"D",NA,NA,"Ligeros","Fosiles"
"85","Audi","M",1498,149.46,110,6.2,140,4029,1740,1390,1690,5,"D",NA,NA,"Ligeros","Fosiles"
"86","Audi","A",1498,149.46,110,6.2,141,4029,1740,1390,1705,5,"D",NA,NA,"Ligeros","Fosiles"
"87","Audi","A",1498,149.46,110,6.3,143,4029,1740,1390,1705,5,"D",NA,NA,"Ligeros","Fosiles"
"88","Audi","A",1498,149.46,110,6.35,145,4029,1740,1390,1705,5,"D",NA,NA,"Ligeros","Fosiles"
"89","Audi","A",1498,149.46,110,6.45,146,4029,1740,1390,1705,5,"E",NA,NA,"Ligeros","Fosiles"
"90","Audi","A",1984,199.73,147,7.05,160,4029,1740,1390,1775,5,"F",NA,NA,"Ligeros","Fosiles"
"91","Audi","A",1984,199.73,147,7.1,160,4029,1740,1390,1775,5,"F",NA,NA,"Ligeros","Fosiles"
"92","Audi","A",1984,199.73,147,7,159,4029,1740,1390,1775,5,"F",NA,NA,"Ligeros","Fosiles"
"93","Audi","M",999,95.11,70,5.7,130,4044,1756,1438,1660,5,"C",NA,NA,"Ligeros","Fosiles"
"94","Audi","M",999,95.11,70,5.95,135,4044,1756,1438,1655,5,"D",NA,NA,"Ligeros","Fosiles"
"95","Audi","M",999,115.49,85,6.1,138,4044,1756,1438,1680,5,"D",NA,NA,"Ligeros","Fosiles"
"96","Audi","M",999,110.05,81,5.8,132,4044,1756,1438,1675,5,"C",NA,NA,"Ligeros","Fosiles"
"97","Audi","A",999,115.49,85,6.5,147,4044,1756,1438,1710,5,"E",NA,NA,"Ligeros","Fosiles"
"98","Audi","A",999,110.05,81,6.3,144,4044,1756,1438,1695,5,"D",NA,NA,"Ligeros","Fosiles"
"99","Audi","M",999,115.49,85,6.1,138,4044,1756,1438,1680,5,"D",NA,NA,"Ligeros","Fosiles"
"100","Audi","A",999,115.49,85,6.5,147,4044,1756,1438,1710,5,"E",NA,NA,"Ligeros","Fosiles"
"101","Audi","M",1498,149.46,110,6.15,140,4044,1756,1438,1730,5,"D",NA,NA,"Ligeros","Fosiles"
"102","Audi","A",1498,149.46,110,6.5,147,4044,1756,1438,1740,5,"E",NA,NA,"Ligeros","Fosiles"
"103","Audi","M",1498,149.46,110,6.3,142,4044,1756,1438,1730,5,"D",NA,NA,"Ligeros","Fosiles"
"104","Audi","A",1498,149.46,110,6.45,146,4044,1756,1438,1740,5,"D",NA,NA,"Ligeros","Fosiles"
"105","Audi","A",1395,149.46,110,2,45,4311,1785,1394,2055,5,"A",NA,NA,"Ligeros","Híbridos"
"106","Audi","M",1498,149.46,110,6.6,150,4423,1793,1366,1880,4,"C",NA,NA,"Ligeros","Fosiles"
"107","Audi","A",1498,149.46,110,6.8,154,4423,1793,1366,1895,4,"D",NA,NA,"Ligeros","Fosiles"
"108","Audi","A",1984,190.22,140,7.75,172,4423,1793,1366,2065,4,"E",NA,NA,"Ligeros","Fosiles"
"109","Audi","M",1498,149.46,110,6.8,154,4423,1793,1366,1880,4,"D",NA,NA,"Ligeros","Fosiles"
"110","Audi","A",1498,149.46,110,6.8,155,4423,1793,1366,1895,4,"D",NA,NA,"Ligeros","Fosiles"
"111","Audi","A",1984,190.22,140,7.25,164,4423,1793,1366,1965,4,"D",NA,NA,"Ligeros","Fosiles"
"112","Audi","A",1984,190.22,140,7.7,174,4423,1793,1366,2055,4,"E",NA,NA,"Ligeros","Fosiles"
"113","Audi","M",1598,115.49,85,5.35,140,4458,1796,1381,1870,5,"D",NA,NA,"Ligeros","Fosiles"
"114","Audi","M",999,115.49,85,5.8,132,4458,1796,1381,1765,5,"B",NA,NA,"Ligeros","Fosiles"
"115","Audi","M",1968,149.46,110,5.1,134,4458,1796,1381,1900,5,"C",NA,NA,"Ligeros","Fosiles"
"116","Audi","A",1968,149.46,110,5.5,145,4458,1796,1381,1950,5,"D",NA,NA,"Ligeros","Fosiles"
"117","Audi","M",1498,149.46,110,6.35,145,4458,1796,1381,1835,5,"C",NA,NA,"Ligeros","Fosiles"
"118","Audi","A",1498,149.46,110,6.4,145,4458,1796,1381,1850,5,"C",NA,NA,"Ligeros","Fosiles"
"119","Audi","A",1984,190.22,140,7.4,167,4458,1796,1381,1990,5,"D",NA,NA,"Ligeros","Fosiles"
"120","Audi","M",1968,115.49,85,4.45,117,4339,1816,1391,1905,5,"B",NA,NA,"Ligeros","Fosiles"
"121","Audi","M",1598,115.49,85,5.45,143,4313,1785,1394,1875,5,"D",NA,NA,"Ligeros","Fosiles"
"122","Audi","M",1598,115.49,85,5.45,144,4313,1785,1394,1820,5,"D",NA,NA,"Ligeros","Fosiles"
"123","Audi","A",1598,115.49,85,5.4,142,4313,1785,1394,1845,5,"D",NA,NA,"Ligeros","Fosiles"
"124","Audi","M",999,115.49,85,5.95,135,4313,1785,1394,1770,5,"C",NA,NA,"Ligeros","Fosiles"
"125","Audi","M",999,115.49,85,6.05,137,4313,1785,1394,1740,5,"C",NA,NA,"Ligeros","Fosiles"
"126","Audi","A",999,115.49,85,6.35,144,4313,1785,1394,1760,5,"C",NA,NA,"Ligeros","Fosiles"
"127","Audi","M",1968,149.46,110,5.25,137,4313,1785,1394,1900,5,"D",NA,NA,"Ligeros","Fosiles"
"128","Audi","A",1968,149.46,110,4.85,127,4339,1816,1391,1960,5,"C",NA,NA,"Ligeros","Fosiles"
"129","Audi","A",1968,149.46,110,5.65,148,4313,1785,1394,1955,5,"E",NA,NA,"Ligeros","Fosiles"
"130","Audi","A",1968,149.46,110,5.65,149,4313,1785,1394,1900,5,"E",NA,NA,"Ligeros","Fosiles"
"131","Audi","M",1498,149.46,110,6.2,141,4339,1816,1391,1830,5,"C",NA,NA,"Ligeros","Fosiles"
"132","Audi","M",1498,149.46,110,6.45,147,4313,1785,1394,1840,5,"C",NA,NA,"Ligeros","Fosiles"
"133","Audi","M",1498,149.46,110,6.7,152,4313,1785,1394,1790,5,"D",NA,NA,"Ligeros","Fosiles"
"134","Audi","A",1498,149.46,110,6.5,148,4313,1785,1394,1855,5,"D",NA,NA,"Ligeros","Fosiles"
"135","Audi","A",1498,149.46,110,6.7,153,4313,1785,1394,1800,5,"D",NA,NA,"Ligeros","Fosiles"
"136","Audi","A",1984,190.22,140,7.1,161,4313,1785,1394,1875,5,"D",NA,NA,"Ligeros","Fosiles"
"137","Audi","A",1984,190.22,140,7.5,170,4313,1785,1394,1995,5,"E",NA,NA,"Ligeros","Fosiles"
"138","Audi","A",1984,190.22,140,7.55,171,4313,1785,1394,1945,5,"E",NA,NA,"Ligeros","Fosiles"
"139","Audi","A",1395,149.46,110,1.25,30,4339,1816,1391,2075,5,"A",NA,NA,"Ligeros","Híbridos"
"140","Audi","A",1498,130.43,96,6.47,116,4311,1785,1394,1880,5,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"141","Audi","A",1498,130.43,96,6.58,118,4311,1785,1394,1880,5,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"142","Audi","A",1498,130.43,96,6.48,116,4311,1785,1394,1880,5,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"143","Audi","A",1498,130.43,96,6.65,119,4313,1785,1394,1880,5,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"144","Audi","M",1598,115.49,85,5.35,141,4458,1796,1381,1820,5,"D",NA,NA,"Ligeros","Fosiles"
"145","Audi","A",1598,115.49,85,5.3,139,4458,1796,1381,1845,5,"D",NA,NA,"Ligeros","Fosiles"
"146","Audi","M",999,115.49,85,5.9,135,4458,1796,1381,1735,5,"B",NA,NA,"Ligeros","Fosiles"
"147","Audi","A",999,115.49,85,6.2,141,4458,1796,1381,1755,5,"C",NA,NA,"Ligeros","Fosiles"
"148","Audi","M",1968,149.46,110,5.1,134,4458,1796,1381,1900,5,"C",NA,NA,"Ligeros","Fosiles"
"149","Audi","A",1968,149.46,110,4.7,123,4493,1816,1391,1965,5,"B",NA,NA,"Ligeros","Fosiles"
"150","Audi","A",1968,149.46,110,5.55,146,4458,1796,1381,1900,5,"D",NA,NA,"Ligeros","Fosiles"
"151","Audi","M",1498,149.46,110,5.9,133,4493,1816,1391,1835,5,"B",NA,NA,"Ligeros","Fosiles"
"152","Audi","M",1498,149.46,110,6.6,149,4458,1796,1381,1790,5,"C",NA,NA,"Ligeros","Fosiles"
"153","Audi","A",1498,149.46,110,6,136,4493,1816,1391,1875,5,"B",NA,NA,"Ligeros","Híbridos"
"154","Audi","A",1498,149.46,110,6.6,150,4458,1796,1381,1800,5,"C",NA,NA,"Ligeros","Fosiles"
"155","Audi","A",1984,190.22,140,7,159,4458,1796,1381,1870,5,"D",NA,NA,"Ligeros","Fosiles"
"156","Audi","A",1984,190.22,140,7.4,168,4458,1796,1381,1940,5,"D",NA,NA,"Ligeros","Fosiles"
"157","Audi","M",1968,115.49,85,4.3,114,4493,1816,1391,1905,5,"B",NA,NA,"Ligeros","Fosiles"
"158","Audi","M",1968,115.49,85,4.5,118,4493,1816,1391,1905,5,"B",NA,NA,"Ligeros","Fosiles"
"159","Audi","M",1968,115.49,85,4.1,108,4493,1816,1391,1905,5,"A",NA,NA,"Ligeros","Fosiles"
"160","Audi","A",1968,115.49,85,4.7,124,4493,1816,1391,1925,5,"B",NA,NA,"Ligeros","Fosiles"
"161","Audi","A",1968,115.49,85,4.7,124,4493,1816,1391,1925,5,"B",NA,NA,"Ligeros","Fosiles"
"162","Audi","M",999,110.05,81,5.45,124,4493,1816,1391,1775,5,"A",NA,NA,"Ligeros","Fosiles"
"163","Audi","M",999,110.05,81,5.6,127,4493,1816,1391,1775,5,"B",NA,NA,"Ligeros","Fosiles"
"164","Audi","M",999,110.05,81,5.6,128,4493,1816,1391,1775,5,"B",NA,NA,"Ligeros","Fosiles"
"165","Audi","A",999,110.05,81,5.1,117,4493,1816,1391,1840,5,"A",NA,NA,"Ligeros","Híbridos"
"166","Audi","M",1968,149.46,110,4.4,116,4493,1816,1391,1950,5,"B",NA,NA,"Ligeros","Fosiles"
"167","Audi","A",1968,149.46,110,4.6,121,4493,1816,1391,1965,5,"B",NA,NA,"Ligeros","Fosiles"
"168","Audi","A",1968,149.46,110,4.8,126,4493,1816,1391,1965,5,"C",NA,NA,"Ligeros","Fosiles"
"169","Audi","A",1968,149.46,110,4.5,117,4493,1816,1391,1965,5,"B",NA,NA,"Ligeros","Fosiles"
"170","Audi","M",1498,149.46,110,5.8,131,4493,1816,1391,1835,5,"B",NA,NA,"Ligeros","Fosiles"
"171","Audi","M",1498,149.46,110,5.6,128,4493,1816,1391,1840,5,"B",NA,NA,"Ligeros","Fosiles"
"172","Audi","M",1498,149.46,110,5.95,136,4493,1816,1391,1835,5,"B",NA,NA,"Ligeros","Fosiles"
"173","Audi","M",1498,149.46,110,5.7,129,4493,1816,1391,1835,5,"B",NA,NA,"Ligeros","Fosiles"
"174","Audi","M",1498,149.46,110,5.8,132,4493,1816,1391,1840,5,"B",NA,NA,"Ligeros","Fosiles"
"175","Audi","A",1498,149.46,110,5.85,133,4493,1816,1391,1875,5,"B",NA,NA,"Ligeros","Híbridos"
"176","Audi","A",1498,149.46,110,5.95,136,4493,1816,1391,1875,5,"B",NA,NA,"Ligeros","Híbridos"
"177","Audi","A",1498,149.46,110,5.5,125,4493,1816,1391,1875,5,"A",NA,NA,"Ligeros","Híbridos"
"178","Audi","A",1498,149.46,110,5.9,133,4493,1816,1391,1880,5,"B",NA,NA,"Ligeros","Fosiles"
"179","Audi","A",1984,309.78,228,7.9,180,4493,1816,1391,2025,5,"E",NA,NA,"Ligeros","Fosiles"
"180","Audi","M",1968,115.49,85,4.45,117,4339,1816,1391,1905,5,"B",NA,NA,"Ligeros","Fosiles"
"181","Audi","M",1968,115.49,85,4.5,118,4339,1816,1391,1905,5,"B",NA,NA,"Ligeros","Fosiles"
"182","Audi","M",1968,115.49,85,4.6,121,4339,1816,1391,1905,5,"C",NA,NA,"Ligeros","Fosiles"
"183","Audi","M",1968,115.49,85,4.3,113,4339,1816,1391,1905,5,"B",NA,NA,"Ligeros","Fosiles"
"184","Audi","M",1968,115.49,85,4.6,122,4339,1816,1391,1905,5,"C",NA,NA,"Ligeros","Fosiles"
"185","Audi","M",999,110.05,81,5.65,129,4339,1816,1391,1770,5,"B",NA,NA,"Ligeros","Fosiles"
"186","Audi","M",999,110.05,81,5.65,129,4339,1816,1391,1770,5,"B",NA,NA,"Ligeros","Fosiles"
"187","Audi","M",999,110.05,81,5.75,131,4339,1816,1391,1770,5,"B",NA,NA,"Ligeros","Fosiles"
"188","Audi","M",999,110.05,81,5.5,126,4339,1816,1391,1770,5,"B",NA,NA,"Ligeros","Fosiles"
"189","Audi","A",999,110.05,81,5.25,120,4339,1816,1391,1835,5,"A",NA,NA,"Ligeros","Híbridos"
"190","Audi","A",999,110.05,81,5.25,119,4339,1816,1391,1835,5,"A",NA,NA,"Ligeros","Fosiles"
"191","Audi","A",999,110.05,81,5.5,124,4339,1816,1391,1835,5,"B",NA,NA,"Ligeros","Híbridos"
"192","Audi","M",1968,149.46,110,4.5,119,4339,1816,1391,1950,5,"B",NA,NA,"Ligeros","Fosiles"
"193","Audi","A",1968,149.46,110,4.8,125,4339,1816,1391,1960,5,"C",NA,NA,"Ligeros","Fosiles"
"194","Audi","A",1968,149.46,110,4.9,129,4339,1816,1391,1960,5,"C",NA,NA,"Ligeros","Fosiles"
"195","Audi","A",1968,149.46,110,4.55,120,4339,1816,1391,1960,5,"B",NA,NA,"Ligeros","Fosiles"
"196","Audi","M",1498,149.46,110,6,137,4339,1816,1391,1830,5,"C",NA,NA,"Ligeros","Fosiles"
"197","Audi","M",1498,149.46,110,5.8,132,4339,1816,1391,1835,5,"B",NA,NA,"Ligeros","Fosiles"
"198","Audi","M",1498,149.46,110,6.15,139,4339,1816,1391,1830,5,"C",NA,NA,"Ligeros","Fosiles"
"199","Audi","M",1498,149.46,110,5.8,133,4339,1816,1391,1830,5,"B",NA,NA,"Ligeros","Fosiles"
"200","Audi","M",1498,149.46,110,6,136,4339,1816,1391,1835,5,"C",NA,NA,"Ligeros","Fosiles"
"201","Audi","A",1498,149.46,110,5.95,135,4339,1816,1391,1870,5,"B",NA,NA,"Ligeros","Híbridos"
"202","Audi","A",1498,149.46,110,5.8,131,4339,1816,1391,1875,5,"B",NA,NA,"Ligeros","Fosiles"
"203","Audi","A",1498,149.46,110,6.1,139,4339,1816,1391,1870,5,"C",NA,NA,"Ligeros","Híbridos"
"204","Audi","A",1498,149.46,110,5.65,129,4339,1816,1391,1870,5,"B",NA,NA,"Ligeros","Híbridos"
"205","Audi","A",1498,149.46,110,6,136,4339,1816,1391,1875,5,"C",NA,NA,"Ligeros","Fosiles"
"206","Audi","A",1395,149.46,110,1.1,27,4339,1816,1391,2065,5,"A",NA,NA,"Ligeros","Híbridos"
"207","Audi","A",1395,149.46,110,1.15,30,4339,1816,1391,2065,5,"A",NA,NA,"Ligeros","Híbridos"
"208","Audi","A",1395,149.46,110,1.1,28,4339,1816,1391,2065,5,"A",NA,NA,"Ligeros","Híbridos"
"209","Audi","A",1395,149.46,110,1.2,29,4339,1816,1391,2065,5,"A",NA,NA,"Ligeros","Híbridos"
"210","Audi","A",1395,149.46,110,1.25,30,4339,1816,1391,2065,5,"A",NA,NA,"Ligeros","Híbridos"
"211","Audi","A",1984,309.78,228,8.15,186,4339,1816,1391,2020,5,"F",NA,NA,"Ligeros","Fosiles"
"212","Audi","A",1968,122.28,90,5.6,147,4738,1842,1387,2080,5,"C",NA,NA,"Ligeros","Fosiles"
"213","Audi","A",1968,149.46,110,5.75,151,4738,1842,1387,2065,5,"C",NA,NA,"Ligeros","Fosiles"
"214","Audi","M",1984,149.46,110,7.1,161,4738,1842,1387,2000,5,"C",NA,NA,"Ligeros","Fosiles"
"215","Audi","A",1984,149.46,110,7.1,162,4738,1842,1387,2035,5,"C",NA,NA,"Ligeros","Fosiles"
"216","Audi","A",1968,190.22,140,5.7,150,4738,1842,1387,2075,5,"C",NA,NA,"Ligeros","Fosiles"
"217","Audi","A",1968,190.22,140,6.2,163,4738,1842,1387,2160,5,"D",NA,NA,"Ligeros","Fosiles"
"218","Audi","A",1984,190.22,140,7.15,163,4738,1842,1387,2040,5,"C",NA,NA,"Ligeros","Fosiles"
"219","Audi","A",1984,244.57,180,7.75,176,4738,1842,1387,2110,5,"D",NA,NA,"Ligeros","Fosiles"
"220","Audi","A",2967,285.33,210,7.25,190,4738,1842,1387,2280,5,"F",NA,NA,"Ligeros","Fosiles"
"221","Audi","A",1968,190.22,140,6.45,169,4762,1847,1450,2250,5,"E",NA,NA,"Ligeros","Fosiles"
"222","Audi","A",1968,203.8,150,5.8,152,4762,1847,1450,2250,5,"C",NA,NA,"Ligeros","Híbridos"
"223","Audi","A",1968,203.8,150,5.75,152,4762,1847,1450,2250,5,"C",NA,NA,"Ligeros","Fosiles"
"224","Audi","A",2967,230.98,170,7.25,190,4762,1847,1450,2350,5,"F",NA,NA,"Ligeros","Fosiles"
"225","Audi","A",1984,244.57,180,7.95,181,4738,1842,1393,2200,5,"D",NA,NA,"Ligeros","Fosiles"
"226","Audi","A",1984,264.95,195,8.35,190,4762,1847,1450,2220,5,"D",NA,NA,"Ligeros","Híbridos"
"227","Audi","A",1968,190.22,140,6.45,169,4762,1847,1450,2250,5,"E",NA,NA,"Ligeros","Fosiles"
"228","Audi","A",2967,230.98,170,7.25,189,4762,1847,1450,2350,5,"F",NA,NA,"Ligeros","Fosiles"
"229","Audi","A",1984,244.57,180,8.05,182,4762,1847,1450,2200,5,"D",NA,NA,"Ligeros","Híbridos"
"230","Audi","A",1968,135.87,100,5.1,133,4762,1847,1395,2160,5,"B",NA,NA,"Ligeros","Híbridos"
"231","Audi","A",1968,135.87,100,5.15,135,4762,1847,1395,2160,5,"B",NA,NA,"Ligeros","Híbridos"
"232","Audi","A",1968,135.87,100,5.5,145,4762,1847,1395,2160,5,"C",NA,NA,"Ligeros","Híbridos"
"233","Audi","A",1968,135.87,100,4.9,127,4762,1847,1395,2160,5,"B",NA,NA,"Ligeros","Fosiles"
"234","Audi","A",1968,135.87,100,5,130,4762,1847,1395,2160,5,"B",NA,NA,"Ligeros","Fosiles"
"235","Audi","A",1968,122.28,90,5.75,151,4738,1842,1393,2150,5,"C",NA,NA,"Ligeros","Fosiles"
"236","Audi","A",1968,163.04,120,5.3,140,4762,1847,1395,2165,5,"C",NA,NA,"Ligeros","Híbridos"
"237","Audi","A",1968,163.04,120,5.35,141,4762,1847,1395,2165,5,"C",NA,NA,"Ligeros","Híbridos"
"238","Audi","A",1968,163.04,120,5.55,145,4762,1847,1395,2165,5,"C",NA,NA,"Ligeros","Híbridos"
"239","Audi","A",1968,163.04,120,4.9,129,4762,1847,1395,2165,5,"B",NA,NA,"Ligeros","Fosiles"
"240","Audi","A",1968,163.04,120,5,131,4762,1847,1395,2165,5,"B",NA,NA,"Ligeros","Fosiles"
"241","Audi","M",1984,149.46,110,6.3,144,4762,1847,1395,2085,5,"B",NA,NA,"Ligeros","Híbridos"
"242","Audi","M",1984,149.46,110,6.8,155,4762,1847,1395,2070,5,"B",NA,NA,"Ligeros","Híbridos"
"243","Audi","M",1984,149.46,110,6.3,143,4762,1847,1395,2085,5,"B",NA,NA,"Ligeros","Fosiles"
"244","Audi","M",1984,149.46,110,7.2,163,4762,1847,1395,2070,5,"C",NA,NA,"Ligeros","Híbridos"
"245","Audi","M",1984,149.46,110,7.25,164,4738,1842,1393,2065,5,"C",NA,NA,"Ligeros","Fosiles"
"246","Audi","M",1984,149.46,110,6.4,146,4762,1847,1395,2085,5,"B",NA,NA,"Ligeros","Híbridos"
"247","Audi","A",1984,149.46,110,6.45,147,4762,1847,1395,2115,5,"B",NA,NA,"Ligeros","Híbridos"
"248","Audi","A",1984,149.46,110,6.9,156,4762,1847,1395,2100,5,"B",NA,NA,"Ligeros","Híbridos"
"249","Audi","A",1984,149.46,110,6.8,154,4762,1847,1395,2115,5,"B",NA,NA,"Ligeros","Híbridos"
"250","Audi","A",1984,149.46,110,7.2,163,4762,1847,1395,2100,5,"C",NA,NA,"Ligeros","Híbridos"
"251","Audi","A",1984,149.46,110,7.3,166,4738,1842,1393,2100,5,"C",NA,NA,"Ligeros","Fosiles"
"252","Audi","A",1968,190.22,140,5.75,152,4762,1847,1395,2170,5,"C",NA,NA,"Ligeros","Fosiles"
"253","Audi","A",1968,190.22,140,5.3,139,4762,1847,1395,2170,5,"C",NA,NA,"Ligeros","Fosiles"
"254","Audi","A",1968,190.22,140,5.35,141,4762,1847,1395,2170,5,"C",NA,NA,"Ligeros","Fosiles"
"255","Audi","A",1968,203.8,150,5.25,138,4762,1847,1395,2175,5,"C",NA,NA,"Ligeros","Fosiles"
"256","Audi","A",1968,190.22,140,6.15,161,4762,1847,1395,2230,5,"D",NA,NA,"Ligeros","Fosiles"
"257","Audi","A",1968,190.22,140,6.2,163,4762,1847,1395,2230,5,"D",NA,NA,"Ligeros","Fosiles"
"258","Audi","A",1968,203.8,150,5.35,140,4762,1847,1395,2230,5,"C",NA,NA,"Ligeros","Híbridos"
"259","Audi","A",1968,203.8,150,5.6,147,4762,1847,1395,2230,5,"C",NA,NA,"Ligeros","Híbridos"
"260","Audi","A",1968,203.8,150,5.3,138,4762,1847,1395,2230,5,"C",NA,NA,"Ligeros","Fosiles"
"261","Audi","A",1968,203.8,150,5.4,142,4762,1847,1395,2230,5,"C",NA,NA,"Ligeros","Fosiles"
"262","Audi","M",1968,190.22,140,5.85,154,4738,1842,1393,2145,5,"A",NA,NA,"Ligeros","Fosiles"
"263","Audi","A",1984,190.22,140,7.2,163,4762,1847,1395,2115,5,"C",NA,NA,"Ligeros","Híbridos"
"264","Audi","A",1968,190.22,140,6.3,166,4738,1842,1393,2220,5,"B",NA,NA,"Ligeros","Fosiles"
"265","Audi","A",1984,190.22,140,7.35,167,4738,1842,1393,2115,5,"C",NA,NA,"Ligeros","Fosiles"
"266","Audi","A",1984,203.8,150,6.6,149,4762,1847,1395,2200,5,"B",NA,NA,"Ligeros","Híbridos"
"267","Audi","A",1984,203.8,150,6.4,145,4762,1847,1395,2140,5,"B",NA,NA,"Ligeros","Fosiles"
"268","Audi","A",1984,169.84,125,7.4,132,4738,1842,1393,2135,5,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"269","Audi","A",1968,149.46,110,5.9,156,4738,1842,1393,2145,5,"D",NA,NA,"Ligeros","Fosiles"
"270","Audi","A",1984,244.57,180,7.9,178,4762,1847,1395,2175,5,"D",NA,NA,"Ligeros","Híbridos"
"271","Audi","A",1984,264.95,195,7.85,179,4762,1847,1395,2195,5,"D",NA,NA,"Ligeros","Híbridos"
"272","Audi","A",1984,264.95,195,8.3,189,4762,1847,1395,2195,5,"D",NA,NA,"Ligeros","Híbridos"
