"","make","transmission","engine_displacement_cm3","power_cv","power_ice_kw","avg_wltp_consumption_l_100km","avg_wltp_emissions_gCO2_km","length_mm","width_mm","height_mm","gross_vehicle_weight_rating_kg","total_seating","fuel_economy_index","electric_consumption_kwh_100km","battery_capacity_kwh","vehicle_type","engine"
"14273","Toyota","M",1997,144.02,106,7.19,189,4959,1920,1899,2760,8,"E",NA,NA,"Ligeros","Fosiles"
"14274","Toyota","A",1997,144.02,106,7.31,192,4959,1920,1899,2800,8,"E",NA,NA,"Ligeros","Fosiles"
"14275","Toyota","A",1997,122.28,90,7.3,191,4959,1920,1940,3100,8,"E",NA,NA,"Ligeros","Fosiles"
"14276","Toyota","A",1997,176.63,130,7.25,190,5309,1920,1899,2860,7,"D",NA,NA,"Ligeros","Fosiles"
"14277","Toyota","A",1997,176.63,130,7.37,193,4959,1920,1940,2830,7,"E",NA,NA,"Ligeros","Fosiles"
"14278","Toyota","A",1997,176.63,130,7.5,196,5309,1920,1899,2840,7,"D",NA,NA,"Ligeros","Fosiles"
"14279","Toyota","A",1997,176.63,130,7.5,196,4959,1920,1899,2810,7,"E",NA,NA,"Ligeros","Fosiles"
"14280","Toyota","A",1997,176.63,130,7.25,190,4959,1920,1899,2830,7,"E",NA,NA,"Ligeros","Fosiles"
"14281","Toyota","M",1997,144.02,106,9.51,249,5212,1970,2600,3100,3,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"14282","Toyota","M",1997,144.02,106,7.49,196,5309,1920,1948,3030,6,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"14283","Toyota","M",1499,119.57,88,6.68,175,4959,1920,1940,2695,6,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"14284","Toyota","M",1499,101.9,75,6.7,175,4959,1920,1940,2695,3,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"14285","Toyota","M",1997,144.02,106,7.49,196,5309,1920,1948,3100,3,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"14286","Toyota","M",1499,119.57,88,6.68,175,4959,1920,1940,2695,3,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"14287","Toyota","M",1997,144.02,106,7.27,189,4959,1920,1940,2830,3,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"14288","Toyota","A",2487,177.99,131,5.65,128,4600,1855,1685,2135,5,"A",NA,NA,"Ligeros","Híbridos"
"14289","Toyota","A",2487,177.99,131,5.65,128,4600,1855,1685,2135,5,"A",NA,NA,"Ligeros","Híbridos"
"14290","Toyota","A",2487,177.99,131,5.7,128,4600,1855,1685,2135,5,"A",NA,NA,"Ligeros","Híbridos"
"14291","Toyota","A",2487,177.99,131,5.7,130,4600,1855,1685,2135,5,"A",NA,NA,"Ligeros","Híbridos"
"14292","Toyota","A",2487,177.99,131,5.7,130,4600,1855,1685,2135,5,"A",NA,NA,"Ligeros","Híbridos"
"14293","Toyota","A",2487,177.99,131,5.65,128,4600,1855,1685,2135,5,"A",NA,NA,"Ligeros","Híbridos"
"14294","Toyota","A",2487,177.99,131,5.7,130,4600,1855,1685,2135,5,"A",NA,NA,"Ligeros","Híbridos"
"14295","Toyota","A",2487,177.99,131,5.7,113,4600,1855,1685,2135,5,"A",NA,NA,"Ligeros","Híbridos"
"14296","Toyota","A",2487,177.99,131,5.65,128,4600,1855,1685,2135,5,"A",NA,NA,"Ligeros","Híbridos"
"14297","Toyota","A",2487,177.99,131,5.65,128,4600,1855,1685,2135,5,"A",NA,NA,"Ligeros","Híbridos"
"14298","Toyota","A",2487,177.99,131,5.7,113,4600,1855,1690,2135,5,"A",NA,NA,"Ligeros","Híbridos"
"14299","Toyota","A",2487,177.99,131,5.75,130,4600,1855,1685,2225,5,"A",NA,NA,"Ligeros","Híbridos"
"14300","Toyota","A",2487,177.99,131,5.75,130,4600,1855,1685,2225,5,"A",NA,NA,"Ligeros","Híbridos"
"14301","Toyota","A",2487,177.99,131,5.75,130,4600,1855,1685,2225,5,"A",NA,NA,"Ligeros","Híbridos"
"14302","Toyota","A",2487,177.99,131,5.8,132,4600,1855,1685,2225,5,"A",NA,NA,"Ligeros","Híbridos"
"14303","Toyota","A",2487,177.99,131,5.8,132,4600,1855,1685,2225,5,"A",NA,NA,"Ligeros","Híbridos"
"14304","Toyota","A",2487,177.99,131,5.82,125,4615,1865,1690,2225,5,"A",NA,NA,"Ligeros","Híbridos"
"14305","Toyota","A",2487,177.99,131,5.82,125,4600,1855,1685,2225,5,"A",NA,NA,"Ligeros","Híbridos"
"14306","Toyota","A",2487,177.99,131,5.75,130,4600,1855,1685,2225,5,"A",NA,NA,"Ligeros","Híbridos"
"14307","Toyota","A",2487,177.99,131,5.75,130,4600,1855,1685,2225,5,"A",NA,NA,"Ligeros","Híbridos"
"14308","Toyota","A",2487,177.99,131,5.75,130,4600,1855,1685,2225,5,"A",NA,NA,"Ligeros","Híbridos"
"14309","Toyota","A",2487,177.99,131,5.75,130,4600,1855,1685,2225,5,"A",NA,NA,"Ligeros","Híbridos"
"14310","Toyota","A",2487,177.99,131,5.82,125,4600,1855,1690,2225,5,"A",NA,NA,"Ligeros","Híbridos"
"14311","Toyota","A",2487,184.78,136,0.98,22,4600,1855,1685,2510,5,"A",NA,NA,"Ligeros","Híbridos"
"14312","Toyota","A",2487,184.78,136,0.98,22,4600,1855,1685,2510,5,"A",NA,NA,"Ligeros","Híbridos"
"14313","Toyota","A",2487,184.78,136,0.98,22,4600,1855,1690,2510,5,"A",NA,NA,"Ligeros","Híbridos"
"14314","Toyota","A",2487,184.78,136,0.98,22,4600,1855,1690,2510,5,"A",NA,NA,"Ligeros","Híbridos"
"14315","Toyota","M",998,72.01,53,5.7,130,3940,1745,1500,1470,5,"D",NA,NA,"Ligeros","Fosiles"
"14316","Toyota","M",1490,125,92,5.15,122,3940,1745,1500,1470,5,"C",NA,NA,"Ligeros","Fosiles"
"14317","Toyota","M",1490,125,92,5.15,122,3940,1745,1500,1470,5,"C",NA,NA,"Ligeros","Fosiles"
"14318","Toyota","M",1490,125,92,5.15,122,3940,1745,1500,1470,5,"C",NA,NA,"Ligeros","Fosiles"
"14319","Toyota","M",1496,111.41,82,6.2,140,3945,1695,1510,1545,5,"E",NA,NA,"Ligeros","Fosiles"
"14320","Toyota","M",1496,111.41,82,6.2,140,3945,1695,1510,1545,5,"E",NA,NA,"Ligeros","Fosiles"
"14321","Toyota","M",998,72.01,53,6,135,3945,1695,1510,1450,5,"D",NA,NA,"Ligeros","Fosiles"
"14322","Toyota","M",998,72.01,53,6,135,3945,1695,1510,1450,5,"D",NA,NA,"Ligeros","Fosiles"
"14323","Toyota","M",1496,111.41,82,6.2,140,3945,1695,1510,1545,5,"E",NA,NA,"Ligeros","Fosiles"
"14324","Toyota","M",998,72.01,53,6,135,3945,1695,1510,1450,5,"D",NA,NA,"Ligeros","Fosiles"
"14325","Toyota","M",998,72.01,53,6,135,3945,1695,1510,1450,5,"D",NA,NA,"Ligeros","Fosiles"
"14326","Toyota","A",1490,92.39,68,4.35,98,3940,1745,1500,1615,2,"Sin clasificación",NA,NA,"Ligeros","Híbridos"
"14327","Toyota","A",1490,92.39,68,4.35,98,3940,1745,1500,1615,5,"A",NA,NA,"Ligeros","Híbridos"
"14328","Toyota","A",1490,92.39,68,4.35,98,3940,1745,1500,1615,5,"A",NA,NA,"Ligeros","Híbridos"
"14329","Toyota","A",1490,92.39,68,4.88,111,4197,1765,1595,1775,5,"B",NA,NA,"Ligeros","Híbridos"
"14330","Toyota","A",1490,92.39,68,4.75,108,4172,1765,1595,1690,5,"A",NA,NA,"Ligeros","Híbridos"
"14331","Toyota","M",1496,111.41,82,6.2,140,3945,1695,1510,1545,5,"E",NA,NA,"Ligeros","Fosiles"
"14332","Toyota","A",1490,92.39,68,4.35,98,3950,1745,1500,1615,5,"A",NA,NA,"Ligeros","Híbridos"
"14333","Toyota","A",1490,92.39,68,4.35,98,3950,1745,1500,1615,5,"A",NA,NA,"Ligeros","Híbridos"
"14334","Toyota","A",1490,92.39,68,4.3,99,3940,1745,1500,1615,5,"A",NA,NA,"Ligeros","Híbridos"
"14335","Toyota","A",1490,92.39,68,4.3,99,3940,1745,1500,1615,5,"A",NA,NA,"Ligeros","Híbridos"
"14336","Toyota","A",1490,92.39,68,4.3,99,3940,1745,1500,1615,5,"A",NA,NA,"Ligeros","Híbridos"
"14337","Toyota","A",1497,73.37,54,4.88,110,3945,1695,1510,1565,5,"B",NA,NA,"Ligeros","Híbridos"
"14338","Toyota","A",1497,73.37,54,4.88,110,3945,1695,1510,1565,5,"B",NA,NA,"Ligeros","Híbridos"
"14339","Toyota","A",1497,73.37,54,4.88,110,3945,1695,1510,1565,5,"B",NA,NA,"Ligeros","Híbridos"
"14340","Toyota","A",1497,73.37,54,4.88,110,3945,1695,1510,1565,5,"B",NA,NA,"Ligeros","Híbridos"
"14341","Toyota","A",1497,73.37,54,4.88,110,3945,1695,1510,1565,5,"B",NA,NA,"Ligeros","Híbridos"
"14342","Toyota","A",1497,73.37,54,4.88,110,3945,1695,1510,1565,5,"B",NA,NA,"Ligeros","Híbridos"
"14343","Toyota","A",1497,73.37,54,4.85,110,3945,1695,1510,1565,5,"B",NA,NA,"Ligeros","Híbridos"
"14344","Toyota","A",1497,73.37,54,4.88,110,3945,1695,1510,1565,5,"B",NA,NA,"Ligeros","Híbridos"
"14345","Toyota","M",1490,125,92,5.21,122,3940,1745,1500,1555,5,"C",NA,NA,"Ligeros","Fosiles"
"14346","Toyota","A",1490,125,92,5.21,122,3940,1745,1500,1555,5,"C",NA,NA,"Ligeros","Fosiles"
"14347","Toyota Canarias","A",1798,97.83,72,0,0,4390,1795,1555,1860,5,"Sin clasificación",NA,NA,"Ligeros","Híbridos"
"14348","Toyota Canarias","A",1798,97.83,72,0,0,4390,1795,1555,1860,5,"Sin clasificación",NA,NA,"Ligeros","Híbridos"
"14349","Toyota Canarias","A",1798,97.83,72,0,0,4390,1795,1555,1860,5,"Sin clasificación",NA,NA,"Ligeros","Híbridos"
"14350","Toyota Canarias","A",1798,97.83,72,0,0,4390,1795,1555,1860,5,"Sin clasificación",NA,NA,"Ligeros","Híbridos"
"14351","Toyota Canarias","A",1798,97.83,72,0,0,4390,1795,1555,1860,5,"Sin clasificación",NA,NA,"Ligeros","Híbridos"
"14352","Toyota Canarias","A",1798,97.83,72,5.05,115,4390,1795,1555,1860,5,"A",NA,NA,"Ligeros","Híbridos"
"14353","Toyota Canarias","A",1798,97.83,72,0,0,4390,1795,1555,1860,5,"Sin clasificación",NA,NA,"Ligeros","Híbridos"
"14354","Toyota Canarias","A",1798,97.83,72,5.05,115,4390,1795,1555,1860,5,"A",NA,NA,"Ligeros","Híbridos"
"14355","Toyota Canarias","A",1798,97.83,72,0,0,4390,1795,1555,1860,5,"Sin clasificación",NA,NA,"Ligeros","Híbridos"
"14356","Toyota Canarias","A",1987,152.17,112,0,0,4395,1795,1555,1930,5,"Sin clasificación",NA,NA,"Ligeros","Híbridos"
"14357","Toyota Canarias","A",1987,152.17,112,0,0,4395,1795,1555,1930,5,"Sin clasificación",NA,NA,"Ligeros","Híbridos"
"14358","Toyota Canarias","A",1798,97.83,72,4.75,107,4370,1790,1460,2570,5,"A",NA,NA,"Ligeros","Híbridos"
"14359","Toyota Canarias","A",1798,97.83,72,4.75,107,4370,1790,1460,2570,5,"A",NA,NA,"Ligeros","Híbridos"
"14360","Toyota Canarias","A",1798,97.83,72,4.75,107,4370,1790,1460,2570,5,"A",NA,NA,"Ligeros","Híbridos"
"14361","Toyota Canarias","A",1987,152.17,112,5.15,117,4370,1790,1460,2660,5,"A",NA,NA,"Ligeros","Híbridos"
"14362","Toyota Canarias","A",1798,97.83,72,4.75,108,4630,1780,1435,2585,5,"A",NA,NA,"Ligeros","Híbridos"
"14363","Toyota Canarias","A",1798,97.83,72,4.75,108,4630,1780,1435,2585,5,"A",NA,NA,"Ligeros","Híbridos"
"14364","Toyota Canarias","A",1798,97.83,72,4.75,108,4630,1780,1435,2585,5,"A",NA,NA,"Ligeros","Híbridos"
"14365","Toyota Canarias","A",1798,97.83,72,4.75,107,4650,1790,1435,2585,5,"A",NA,NA,"Ligeros","Híbridos"
"14366","Toyota Canarias","A",1798,97.83,72,4.75,107,4650,1790,1435,2585,5,"A",NA,NA,"Ligeros","Híbridos"
"14367","Toyota Canarias","A",1987,152.17,112,5.15,117,4650,1790,1435,2705,5,"A",NA,NA,"Ligeros","Híbridos"
"14368","Toyota Canarias","M",1618,260.87,192,8.2,186,3995,1802,1455,1645,5,"G",NA,NA,"Ligeros","Fosiles"
"14369","Toyota Canarias","M",1618,260.87,192,8.2,186,3995,1805,1455,1645,5,"G",NA,NA,"Ligeros","Fosiles"
"14370","Toyota Canarias","A",2487,190.22,140,6.9,156,4966,1930,1755,2720,7,"A",NA,NA,"Ligeros","Híbridos"
"14371","Toyota Canarias","A",2487,190.22,140,6.9,156,4966,1930,1755,2720,7,"A",NA,NA,"Ligeros","Híbridos"
"14372","Toyota Canarias","A",2487,190.22,140,6.9,156,4966,1930,1755,2720,7,"A",NA,NA,"Ligeros","Híbridos"
"14373","Toyota Canarias","M",2393,149.46,110,9.35,246,5325,1800,1795,3080,2,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"14374","Toyota Canarias","A",2393,149.46,110,9.25,243,5325,1855,1815,3210,5,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"14375","Toyota Canarias","M",2393,149.46,110,9,236,5325,1855,1815,3210,5,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"14376","Toyota Canarias","M",2393,149.46,110,9,236,5325,1855,1815,3210,5,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"14377","Toyota Canarias","M",2393,149.46,110,9,236,5325,1855,1815,3210,5,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"14378","Toyota Canarias","M",2393,149.46,110,9,236,5325,1855,1810,3150,4,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"14379","Toyota Canarias","A",2755,203.8,150,9.4,246,5325,1900,1815,3210,5,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"14380","Toyota Canarias","A",2755,203.8,150,9.4,246,5325,1900,1815,3210,5,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"14381","Toyota Canarias","A",2755,203.8,150,9.65,252,4840,1885,1845,2600,5,"G",NA,NA,"Ligeros","Fosiles"
"14382","Toyota Canarias","M",2755,203.8,150,9.7,257,4565,1885,1845,2600,5,"G",NA,NA,"Ligeros","Fosiles"
"14383","Toyota Canarias","M",2755,203.8,150,9.7,257,4840,1885,1845,2600,5,"G",NA,NA,"Ligeros","Fosiles"
"14384","Toyota Canarias","A",2755,203.8,150,9.65,252,4840,1885,1845,2290,7,"G",NA,NA,"Ligeros","Fosiles"
"14385","Toyota Canarias","M",2755,203.8,150,9.7,257,4565,1885,1845,2290,7,"G",NA,NA,"Ligeros","Fosiles"
"14386","Toyota Canarias","M",2755,203.8,150,9.7,257,4840,1885,1845,2290,7,"G",NA,NA,"Ligeros","Fosiles"
"14387","Toyota Canarias","A",1798,97.83,72,4.75,31,4645,1760,1470,1930,5,"A",NA,NA,"Ligeros","Híbridos"
"14388","Toyota Canarias","A",0,0,0,NA,0,4403,1848,1880,3140,2,"Sin clasificación",20.5,50,"Ligeros","Eléctricos"
"14389","Toyota Canarias","A",0,0,0,NA,0,4403,1848,1880,3160,3,"Sin clasificación",20.3,50,"Ligeros","Eléctricos"
"14390","Toyota Canarias","M",1499,101.9,75,5.5,144,4403,1848,1880,1985,2,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"14391","Toyota Canarias","M",1499,101.9,75,5.5,144,4403,1848,1880,1985,2,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"14392","Toyota Canarias","M",1499,101.9,75,5.5,144,4403,1848,1880,1985,2,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"14393","Toyota Canarias","M",1499,101.9,75,5.5,144,4403,1848,1880,2005,3,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"14394","Toyota Canarias","M",1499,101.9,75,5.5,144,4403,1848,1880,2005,3,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"14395","Toyota Canarias","M",1499,130.43,96,5.55,145,4403,1848,1880,2370,2,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"14396","Toyota Canarias","M",1499,130.43,96,5.55,145,4403,1848,1880,2370,2,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"14397","Toyota Canarias","M",1499,130.43,96,5.55,145,4753,1848,1880,2380,2,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"14398","Toyota Canarias","M",1499,101.9,75,5.4,142,4403,1848,1880,2080,5,"D",NA,NA,"Ligeros","Fosiles"
"14399","Toyota Canarias","M",1499,130.43,96,5.45,142,4753,1848,1880,2140,5,"C",NA,NA,"Ligeros","Fosiles"
"14400","Toyota Canarias","A",0,0,0,NA,0,4403,1848,1880,2290,5,"Sin clasificación",19.5,50,"Ligeros","Eléctricos"
"14401","Toyota Canarias","A",0,0,0,NA,0,4403,1848,1880,2290,5,"Sin clasificación",19.8,50,"Ligeros","Eléctricos"
"14402","Toyota Canarias","A",0,0,0,NA,0,4403,1848,1880,2290,5,"Sin clasificación",19.5,50,"Ligeros","Eléctricos"
"14403","Toyota Canarias","A",0,0,0,NA,0,4753,1848,1880,1738,5,"Sin clasificación",20,50,"Ligeros","Eléctricos"
"14404","Toyota Canarias","A",0,0,0,NA,0,4753,1848,1880,1801,7,"Sin clasificación",21.1,50,"Ligeros","Eléctricos"
"14405","Toyota Canarias","A",0,0,0,NA,0,4753,1848,1880,1738,5,"Sin clasificación",19.9,50,"Ligeros","Eléctricos"
"14406","Toyota Canarias","A",0,0,0,NA,0,4753,1848,1880,1801,7,"Sin clasificación",21,50,"Ligeros","Eléctricos"
"14407","Toyota Canarias","M",1199,110.05,81,7.1,160,4403,1848,1880,2050,5,"D",NA,NA,"Ligeros","Fosiles"
"14408","Toyota Canarias","A",1199,130.43,96,7.1,160,4403,1848,1880,2270,5,"D",NA,NA,"Ligeros","Fosiles"
"14409","Toyota Canarias","M",1499,101.9,75,5.45,142,4403,1848,1880,2080,5,"D",NA,NA,"Ligeros","Fosiles"
"14410","Toyota Canarias","M",1499,130.43,96,5.45,142,4403,1848,1880,2120,5,"D",NA,NA,"Ligeros","Fosiles"
"14411","Toyota Canarias","A",1199,130.43,96,7.1,160,4753,1848,1880,2270,7,"C",NA,NA,"Ligeros","Fosiles"
"14412","Toyota Canarias","M",1499,130.43,96,5.45,142,4753,1848,1880,2310,7,"C",NA,NA,"Ligeros","Fosiles"
"14413","Toyota Canarias","M",1499,101.9,75,5.4,142,4403,1848,1880,2080,5,"D",NA,NA,"Ligeros","Fosiles"
"14414","Toyota Canarias","M",1499,130.43,96,5.45,142,4403,1848,1880,2120,5,"D",NA,NA,"Ligeros","Fosiles"
"14415","Toyota Canarias","M",1499,130.43,96,5.45,142,4753,1848,1880,2140,5,"C",NA,NA,"Ligeros","Fosiles"
"14416","Toyota Canarias","M",1499,130.43,96,5.45,142,4753,1848,1880,2310,7,"C",NA,NA,"Ligeros","Fosiles"
